Timestamp,Frequency (Hz),dB
0.9520181405895691,4431.512195121951,-38.063793
1.1145578231292517,2732.048780487805,-24.7594
2.809614512471655,2602.9756097560976,-12.120274
4.249251700680272,2581.4634146341464,-13.0926285
5.038730158730159,3269.8536585365855,-38.53385
8.70748299319728,4625.121951219512,-29.963528
9.05578231292517,5033.8536585365855,-28.748402
9.311201814058958,3269.8536585365855,-27.989534
9.775600907029478,4668.1463414634145,-23.140686
11.029478458049887,2904.1463414634145,-19.992617
11.517097505668934,4582.09756097561,-32.762924
12.817414965986394,5743.756097560976,-15.802479
13.049614512471654,5980.390243902439,-24.689789
13.955192743764172,4431.512195121951,-12.847902
14.512471655328799,5442.585365853658,-17.6824
17.670385487528346,5786.780487804878,-34.777126
18.575963718820862,5937.365853658536,-18.608826
19.388662131519276,4689.658536585366,-26.205584
22.54657596371882,5442.585365853658,-19.759308
23.08063492063492,5227.463414634146,-14.294018
26.354648526077096,5851.317073170731,-20.789963
26.610068027210886,2775.0731707317073,-24.128628
27.86394557823129,5399.560975609756,-17.341305
29.442902494331065,5184.4390243902435,-21.583895
29.60544217687075,2667.512195121951,-12.271324
29.860861678004536,7228.09756097561,-15.375265
30.859319727891158,5184.4390243902435,-26.640621
31.02185941043084,5205.951219512195,-25.700993
31.091519274376417,2775.0731707317073,-17.109325
31.7881179138322,3958.243902439024,-39.68009
32.113197278911564,3872.1951219512193,-29.801893
32.62403628117914,5076.878048780488,-28.377163
33.22775510204082,6109.463414634146,-12.652279
33.55283446712018,3700.0975609756097,-30.71954
34.17977324263038,5076.878048780488,-22.38046
34.78349206349206,3269.8536585365855,-19.604362
35.64263038548753,3872.1951219512193,-22.99702
35.828390022675734,5421.073170731707,-13.2204
37.08226757369614,2538.439024390244,-28.918125
37.24480725623583,2947.170731707317,-19.704412
37.77886621315193,3205.3170731707314,-23.083004
37.964625850340134,2646.0,-13.585022
38.49868480725623,3033.2195121951218,-23.467545
39.334603174603174,2861.121951219512,-14.394573
40.19374149659864,4539.073170731707,-25.761028
40.47238095238095,2861.121951219512,-12.103992
41.84235827664399,4044.292682926829,-38.291634
42.6550566893424,3463.4634146341464,-25.049688
43.39809523809524,4044.292682926829,-34.17536
43.885714285714286,3786.1463414634145,-31.120888
45.51111111111111,3398.9268292682927,-13.414448
45.627210884353744,2882.6341463414633,-17.243698
46.602448979591834,5076.878048780488,-16.810572
46.88108843537415,3850.682926829268,-22.371029
47.02040816326531,3936.731707317073,-21.557484
47.275827664399095,3936.731707317073,-15.409395
47.484807256235825,3441.951219512195,-38.572155
47.62412698412698,4280.926829268293,-36.851757
47.9027664399093,2882.6341463414633,-20.790829
48.088526077097505,2667.512195121951,-26.364126
48.48326530612245,4861.756097560976,-12.455074
49.04054421768708,3162.292682926829,-37.324135
49.71392290249433,5270.487804878048,-16.85522
50.73560090702948,3355.9024390243903,-33.196415
51.037460317460315,3119.2682926829266,-27.191544
51.153560090702946,2775.0731707317073,-17.995619
51.24643990929705,4366.975609756098,-15.119041
51.38575963718821,2775.0731707317073,-12.885679
51.919818594104306,3033.2195121951218,-28.083164
53.19691609977324,2796.5853658536585,-29.94403
53.75419501133787,3764.6341463414633,-39.83464
55.61179138321995,3377.4146341463415,-33.889877
55.98331065759637,2818.0975609756097,-36.26966
56.47092970521542,4603.609756097561,-15.199816
56.65668934240363,2581.4634146341464,-13.063972
57.00498866213152,2796.5853658536585,-34.581863
57.35328798185941,3269.8536585365855,-22.347536
58.142766439909295,4173.365853658536,-24.6648
58.700045351473925,5464.09756097561,-37.27564
59.2108843537415,3743.121951219512,-41.86862
59.628843537414966,2968.682926829268,-14.88645
60.25578231292517,5399.560975609756,-40.850643
60.51120181405896,5162.926829268293,-40.54439
60.58086167800454,4840.243902439024,-38.477367
60.78984126984127,5593.170731707317,-35.717686
60.998820861678006,3054.731707317073,-33.240807
61.30068027210884,3011.7073170731705,-14.456078
62.04371882086168,4646.634146341464,-27.758327
62.67065759637188,2796.5853658536585,-20.918488
63.994195011337865,2882.6341463414633,-14.721363
64.2960544217687,2904.1463414634145,-17.965904
65.1784126984127,5184.4390243902435,-35.601845
65.54993197278911,5636.195121951219,-17.610922
67.0592290249433,5227.463414634146,-18.796307
67.68616780045352,3097.7560975609754,-32.002953
68.17378684807257,5270.487804878048,-13.6522045
69.19546485260771,4539.073170731707,-18.536022
69.6366439909297,3205.3170731707314,-18.258337
69.77596371882086,3205.3170731707314,-16.775515
70.12426303854875,5378.048780487805,-34.04942
70.47256235827665,3377.4146341463415,-32.882732
71.1459410430839,2947.170731707317,-37.22458
73.07319727891156,2732.048780487805,-21.293718
73.49115646258504,2581.4634146341464,-14.520103
76.92770975056689,3549.512195121951,-26.363045
78.64598639455782,3312.878048780488,-26.540195
80.17850340136054,3183.80487804878,-30.194063
82.29151927437641,6561.219512195122,-14.575821
83.73115646258503,2861.121951219512,-24.609669
83.8704761904762,4668.1463414634145,-16.660704
84.79927437641723,3076.243902439024,-35.492424
85.54231292517007,4711.170731707317,-34.20577
86.70331065759638,7228.09756097561,-17.771187
86.819410430839,3571.0243902439024,-20.590015
87.19092970521542,2624.487804878049,-21.474785
88.44480725623583,2646.0,-30.891441
90.74358276643991,5313.512195121951,-15.229191
91.25442176870749,3571.0243902439024,-22.24272
92.5082993197279,2968.682926829268,-24.150345
93.46031746031746,4603.609756097561,-26.591473
94.78385487528345,4323.951219512195,-40.101166
96.71111111111111,2904.1463414634145,-48.45356
97.22195011337868,3226.829268292683,-42.089314
98.94022675736962,4388.487804878048,-38.976425
100.14766439909297,5679.219512195122,-16.820644
101.70340136054422,2839.609756097561,-14.965708
101.81950113378684,2839.609756097561,-17.50272
102.79473922902494,5894.341463414634,-44.69482
103.21269841269842,5227.463414634146,-12.624344
103.79319727891156,5722.243902439024,-33.176113
106.11519274376417,2689.0243902439024,-39.883514
106.4867120181406,2775.0731707317073,-33.809025
106.62603174603174,4474.536585365853,-27.713257
107.69414965986394,6453.658536585366,-14.103434
109.06412698412699,2667.512195121951,-24.21189
109.69106575963718,3205.3170731707314,-27.379654
110.13224489795918,3807.6585365853657,-15.775213
110.45732426303854,3635.560975609756,-31.333237
110.5966439909297,3484.9756097560976,-17.667583
111.15392290249433,3162.292682926829,-26.035965
111.2235827664399,3140.780487804878,-15.962379
111.38612244897959,4453.024390243902,-18.760014
120.39546485260772,3183.80487804878,-43.925762
123.55337868480726,5313.512195121951,-24.86026
125.2019954648526,2710.5365853658536,-30.164932
126.98993197278912,4818.731707317073,-30.874264
127.54721088435375,4431.512195121951,-24.698486
127.84907029478458,3850.682926829268,-38.90168
129.79954648526078,4151.8536585365855,-14.018497
130.5425850340136,4237.90243902439,-30.086334
131.0766439909297,6346.09756097561,-31.010902
131.63392290249433,4754.195121951219,-16.768917
133.25931972789115,4775.707317073171,-15.33559
134.3506575963719,4216.390243902439,-48.95856
134.69895691609977,4775.707317073171,-15.394867
136.02249433106576,3119.2682926829266,-44.341896
136.1385941043084,5915.8536585365855,-18.97839
136.37079365079364,5636.195121951219,-27.522806
137.0441723356009,3678.5853658536585,-47.752937
137.64789115646258,3312.878048780488,-24.316792
138.97142857142856,3054.731707317073,-43.311974
139.11074829931974,3441.951219512195,-35.031033
140.8754648526077,2689.0243902439024,-37.83679
141.17732426303854,2990.1951219512193,-13.338692
142.59374149659865,2968.682926829268,-25.169989
142.84916099773244,5593.170731707317,-14.916887
143.4528798185941,2861.121951219512,-31.338974
144.03337868480725,2947.170731707317,-44.3218
144.4281179138322,4280.926829268293,-18.42565
144.683537414966,4280.926829268293,-29.831354
145.03183673469388,4259.414634146341,-38.187256
145.89097505668934,4259.414634146341,-20.096071
147.9111111111111,4668.1463414634145,-34.190357
147.98077097505669,4646.634146341464,-19.231918
149.74548752834468,2904.1463414634145,-12.667448
152.20680272108842,4280.926829268293,-34.487976
152.2532426303855,3936.731707317073,-20.264322
152.99628117913832,4108.829268292683,-33.081623
153.11238095238096,2602.9756097560976,-16.401072
153.80897959183673,6001.90243902439,-16.901789
154.08761904761906,2839.609756097561,-27.723116
155.31827664399094,2968.682926829268,-42.16818
156.1077551020408,5679.219512195122,-40.835598
156.78113378684807,4840.243902439024,-29.32392
158.2439909297052,4775.707317073171,-24.289137
158.42975056689343,4797.219512195122,-20.099653
158.96380952380952,3033.2195121951218,-32.63735
159.14956916099774,3614.048780487805,-23.964083
159.75328798185942,3571.0243902439024,-27.339834
160.07836734693876,3936.731707317073,-16.974928
162.0520634920635,2947.170731707317,-13.084854
162.21460317460318,2968.682926829268,-15.38858
166.7657142857143,4517.560975609756,-38.024704
166.81215419501135,5593.170731707317,-21.801743
167.71773242630385,2947.170731707317,-20.96711
173.7317006802721,3872.1951219512193,-21.769287
174.3586394557823,6453.658536585366,-16.103212
174.5908390022676,2947.170731707317,-24.529356
175.17133786848072,3355.9024390243903,-23.649559
175.63573696145124,3850.682926829268,-36.358177
175.86793650793652,2968.682926829268,-13.960867
176.63419501133788,3355.9024390243903,-28.983727
176.91283446712018,3355.9024390243903,-19.235939
177.77197278911564,3398.9268292682927,-39.446743
179.44380952380953,3936.731707317073,-24.61784
180.25650793650794,2861.121951219512,-43.37706
180.4887074829932,5227.463414634146,-19.624817
180.72090702947847,2775.0731707317073,-24.88933
180.90666666666667,4539.073170731707,-30.135471
181.9283446712018,3915.2195121951218,-44.5919
182.04444444444445,4646.634146341464,-12.6931305
182.3463038548753,4689.658536585366,-12.637138
182.55528344671202,3377.4146341463415,-32.88839
182.7178231292517,4044.292682926829,-30.284924
182.95002267573696,3183.80487804878,-25.625097
183.57696145124717,3893.7073170731705,-45.481354
183.71628117913832,3936.731707317073,-41.686363
184.08780045351475,3441.951219512195,-40.466938
184.83083900226757,3958.243902439024,-23.74484
185.1094784580499,6862.390243902439,-23.686298
185.68997732426303,3226.829268292683,-35.50518
186.52589569160997,4646.634146341464,-19.566074
186.71165532879817,2775.0731707317073,-16.160755
188.45315192743763,2796.5853658536585,-41.336304
189.86956916099774,5335.024390243902,-18.531136
189.9160090702948,4754.195121951219,-18.189178
191.19310657596372,6367.60975609756,-39.68724
191.37886621315192,5248.975609756098,-17.01802
192.00580498866213,2538.439024390244,-39.75888
192.3308843537415,3700.0975609756097,-41.66489
193.70086167800454,3743.121951219512,-44.285706
194.16526077097507,3205.3170731707314,-43.244938
194.86185941043084,3226.829268292683,-29.87494
195.001179138322,6432.1463414634145,-13.220282
195.99963718820862,4797.219512195122,-31.768318
197.4160544217687,2602.9756097560976,-41.108543
198.80925170068028,4237.90243902439,-23.314375
199.90058956916099,4410.0,-25.517298
200.71328798185942,3291.3658536585367,-39.8155
203.89442176870747,2667.512195121951,-25.010288
204.0105215419501,4366.975609756098,-17.391422
205.54303854875283,5055.365853658536,-33.283382
206.33251700680273,2624.487804878049,-42.3397
206.47183673469388,7056.0,-41.15907
207.33097505668934,4603.609756097561,-32.85003
208.14367346938775,4754.195121951219,-38.49006
209.49043083900227,4388.487804878048,-40.113964
210.30312925170068,3700.0975609756097,-40.883614
210.81396825396826,5765.268292682927,-48.865273
211.34802721088437,2559.951219512195,-48.20364
212.13750566893424,3915.2195121951218,-47.46234
212.25360544217688,2602.9756097560976,-28.372728
212.39292517006803,4022.780487804878,-33.07943
212.7412244897959,4302.4390243902435,-18.232807
213.5307029478458,2516.9268292682927,-42.994095
215.1328798185941,5614.682926829269,-13.519459
215.38829931972788,5055.365853658536,-34.358612
215.8294784580499,4173.365853658536,-22.158657
216.4564172335601,3592.5365853658536,-26.062202
216.8279365079365,3872.1951219512193,-41.32262
217.01369614512473,4947.804878048781,-35.33383
217.59419501133786,4668.1463414634145,-26.106571
218.01215419501133,2710.5365853658536,-34.769634
218.19791383219956,3226.829268292683,-34.298866
218.80163265306123,3915.2195121951218,-40.988483
219.2195918367347,5786.780487804878,-36.676517
219.28925170068027,3162.292682926829,-29.202126
219.4750113378685,3205.3170731707314,-19.044256
219.89297052154194,4517.560975609756,-20.248375
219.939410430839,4517.560975609756,-24.247326
220.5431292517007,6217.024390243902,-32.311108
220.75210884353743,3571.0243902439024,-29.089943
220.79854875283448,2624.487804878049,-37.373413
221.40226757369615,2516.9268292682927,-15.019577
222.00598639455782,4797.219512195122,-42.61548
222.40072562358276,3786.1463414634145,-36.87059
223.16698412698412,5786.780487804878,-30.562038
223.2366439909297,3614.048780487805,-21.870678
223.70104308390023,3291.3658536585367,-32.237946
224.4673015873016,3248.3414634146343,-13.142647
224.83882086167802,3097.7560975609754,-34.469845
225.00136054421768,2839.609756097561,-32.86745
225.23356009070295,5378.048780487805,-24.045082
225.721179138322,2559.951219512195,-44.381454
226.2784580498866,3291.3658536585367,-41.567596
226.99827664399092,3119.2682926829266,-18.281776
227.62521541950113,3721.609756097561,-25.11164
228.94875283446711,3420.439024390244,-17.722118
229.62213151927438,3721.609756097561,-14.194206
229.66857142857143,3807.6585365853657,-17.84532
229.9007709750567,5248.975609756098,-14.889635
230.2722902494331,3936.731707317073,-24.659384
230.57414965986393,2689.0243902439024,-20.595121
231.01532879818595,2559.951219512195,-28.69973
231.1546485260771,3054.731707317073,-33.446377
231.64226757369613,3183.80487804878,-16.828419
232.26920634920634,3162.292682926829,-30.931509
232.33886621315193,3248.3414634146343,-29.441248
232.9193650793651,3291.3658536585367,-31.191559
233.47664399092972,2689.0243902439024,-33.22949
234.28934240362813,3764.6341463414633,-32.522106
235.0556009070295,3441.951219512195,-16.528578
235.40390022675737,5722.243902439024,-18.729916
236.17015873015873,3635.560975609756,-29.841171
236.7506575963719,4151.8536585365855,-44.784676
237.98131519274375,4130.341463414634,-49.093758
238.654693877551,3506.487804878049,-17.743454
